CLIENT_NUM,EN_CLIENT_NM_AN,FR_CLIENT_NM
4740,Canadian Association of Optometrists,l'Association canadienne des optométristes
4742,Sleeman Breweries Ltd.,Les brasseries Sleeman Lté
4751,Canadian Association of Broadcasters,Association canadienne des radiodiffuseurs
4752,BULLFROG POWER INC.,null
4760,Novatronics Inc.,null
4768,EPCOR,null
4779,General Dynamics Land Systems-Canada,null
4784,ROCKY MOUNTAINEER VACATIONS,null
4785,Cisco Systems Canada Co.,null
4787,DRS TECHNOLOGIES CANADA LTD,DRS TECHNOLOGIES CANADA LTEE
4789,Bell Canada,null
4791,BMO FINANCIAL GROUP,null
4794,ISRAEL AIRCRAFT INDUSTRIES LIMITED,null
4795,HARRIS CANADA CORP.,null
4832,Canadian Small Brewers Association,null
4836,Seneca College of Applied Arts and Technology,null
4840,Fednav Limited,null
4856,Association des juristes d'expression française du Manitoba,null
4857,Vacci-Test Corporation,null
4858,Magazines Canada,null
4859,Fédération des associations de juristes d'expression française de common law Inc.,null
4862,null,Camoplast Solideal inc
4887,Sanofi Pasteur Limited,null
4888,TransCanada Corporation,null
4889,PFSL Investments (Canada) Ltd.,null
4891,Primerica Life Insurance Company of Canada,null
4892,L-3 Communications MAS (Canada) Inc.,null
4903,Rogers Communications Inc.,null
4905,Petrobank Energy & Resources Ltd.,null
4915,POWER FINANCIAL CORPORATION / CORPORATION FINANCIERE POWER,null
4928,Canadian Payday Loan Association,Association canadienne des prêteurs sur salaire
4929,Bayer CropScience Inc.,null
4936,Greater Toronto Airports Authority,null
4940,Agrium Inc.,null
4962,Pelmorex Media Inc.,null
4966,Weyerhaeuser Company Limited,null
4969,Bayer Inc.,null
4970,TransCanada Corporation,null
4971,BCE Inc.,null
4975,CHEMAWAWIN CREE NATION,null
4978,GENERAL ELECTRIC CANADA,null
4993,Sleeman Breweries Ltd.,Les Brasseries Sleeman Ltee
4995,SNC-Lavalin Inc.,null
5002,Purolator Courier Ltd.,null
5003,Thales Canada Inc,null
5004,Canadian Nuclear Association,Association nucléaire canadienne
5005,Ontario Power Generation Inc.,null
5006,Bioniche Life Sciences Inc.,null
5008,COLT CANADA CORP,null
5009,University of Calgary,null
5025,ROYAL LEPAGE RELOCATION SERVICES,null
5026,COMPOSITE PANEL ASSOCIATION,null
5030,Maple Leaf Foods Inc.,Les Aliments Maple Leaf
5031,PURDUE PHARMA,null
5032,PROCTER & GAMBLE INC.,null
5045,ALENIA NORTH AMERICA,null
5048,Valiant Corporation,null
5058,ADVOCIS,null
5059,Sun Life Financial Inc.,null
5062,Bell Helicopter Textron Canada limitée,null
5064,CANADIAN IMPERIAL BANK OF COMMERCE ( CIBC),null
5065,null,Québecor Média inc.
5066,Emera Incorporated,null
5069,Bell Media,null
5080,Canadian Association of Petroleum PRoducers,l’Association canadienne des producteurs pétroliers
5082,IBM Canada Ltd.,null
5087,Scotiabank,null
5088,GlaxoSmithKline,null
5090,CATAAlliance,null
5101,Transat A.T. Inc.,null
5114,Ensyn Technologies Inc.,null
5116,IMPERIAL TOBACCO CANADA LIMITED,null
5126,Canwest Global Communications Corp.,null
5128,Vale Inco Limited,null
5129,Vale Inco Limited,null
5141,ROYAL BANK OF CANADA,null
5142,Manulife Financial Corporation,Société Financière Manuvie
5144,Petro-Canada,null
5145,University of Alberta,null
5147,The College of Family Physicians of Canada,Le Collège des médecins de famille du Canada
5148,BAE LAND SYSTEMS,null
5154,Premier Tech ltée,null
5157,Canadian Private Copying Collective (CPCC),null
5163,COLT CANADA CORP,null
5165,COLT CANADA CORP.,null
5166,CTVglobemedia Inc.,null
5167,COLT CANADA CORP.,null
5179,PepsiCo Foods Canada,null
5180,null,sanofi-aventis Canada Inc.
5187,Power Financial Corporation,null
5191,Canadian Association of Broadcasters,null
5195,ENCANA CORPORATION,null
5200,COM DEV International,null
5204,International Fund for Animal Welfare (IFAW),null
5207,Bank of Nova Scotia,null
5208,TransAlta Corporation,null
5209,Information Technology Association of Canada,Association canadienne de la technologie de l'information
5214,CANADA'S RESEARCH-BASED PHARMACEUTICAL COMPANIES (RX&D),null
5215,Suncor Energy Inc.,Suncor Énergie Inc.
5217,Canada Beef Export Federation,null
5229,MCCAIN FOODS LIMITED,null
5236,British Columbia Ferry Services Inc.,null
5238,Molson Canada 2005,null
5242,Hydro-Québec,null
5244,Couchiching Institute on Public Affairs,null
5245,Monachus Consulting,null
5246,MEDEC,null
5248,LOCKHEED MARTIN CANADA,null
5252,ATF Advanced Technologies & Fuels Canada Inc.,null
5260,The Canadian National Railway Company,La Compagnie des chemins de fer nationaux du Canada
5261,Astral Media inc.,null
5262,University of Saskatchewan,null
5264,Hewlett-Packard (Canada) Co.,null
5265,EPCOR,null
5267,Thales Canada Inc,null
5269,Direct Energy,null
5274,BMO Financial Group,BMO Groupe financier
5275,Workopolis,null
5280,Air Liquide Canada inc.,null
5285,British Columbia Lumber Trade Council,null
5288,Syngenta Canada Inc.,null
5290,CANADIAN STANDARDS ASSOCIATION,null
5291,EMC Corporation,null
5293,JAPAN IRON AND STEEL FEDERATION,null
5294,A. MORDO & SON LTD.,null
5298,Victorian Order of Nurses of Canada (VON Canada),Les Infirmières de l’Ordre de Victoria du Canada (VON Canada)
5301,University of Lethbridge,null
5302,The University of Winnipeg,null
5305,PETRO CANADA,null
5307,PETRO CANADA,null
5311,University of Waterloo,null
5312,Sanofi Pasteur,null
5317,EMC Corporation,null
5328,Canadian Association of Income Funds,L'Association Canadienne des fonds de Revenu
5329,The Toronto-Dominion Bank,null
5341,University of Alberta,null
5351,ISRAEL AIRCRAFT INDUSTRIES LIMITED,null
5360,New Brunswick Association of Career Colleges,null
5366,Electronic Child Health Network,null
5368,Columbia House Canada,null
5381,Genome Canada,null
5396,OXFAM CANADA,null
5399,Integrated CO2 Network (ICON),null
5401,BLACKSTONE ENERGY INC.,null
5403,Integrated CO2 Network (ICON),null
5408,Insurance Brokers Association of Canada,Association des courtiers d'assurances du Canada
5420,Bell Canada,null
5427,Irving Oil Limited,null
5433,Genworth Financial Mortgage Insurance Company Canada,null
5436,Westport Power Inc.,null
5439,FONDS DE SOLIDARITE FTQ,null
5443,AbitibiBowater Inc.,null
5453,Bell Canada,null
5466,Winnipeg Airports Authority Inc.,null
5469,null,TELUS COMMUNICATIONS (QUÉBEC)
5472,Commissionaires Canada,null
5476,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS (IAFF),null
5477,DocteurDirect Inc,null
5479,Council of Marine Carriers,null
5481,Canadian Pork Council,Le Conseil canadien du porc
5486,Juste pour rire,null
5488,Property & Casualty Insurance Compensation Corporation,null
5490,The Co-operators Group Limited,Groupe Co-operators limitée
5491,The Co-operators Group Limited,Groupe Co-operators limitée
5494,WorldSkills Calgary 2009,null
5497,Biomedical Commercialization Canada Inc.,null
5498,International centre for Infectious Diseases Inc.,null
5502,null,Groupe Le Massif inc.
5506,asco aerospace canada ltd,null
5508,Ontario Chamber of Commerce,null
5512,Xantrex Technology Inc.,null
5516,YELLOW PAGES GROUP,null
5517,YELLOW PAGES GROUP,null
5521,The Canadian Real Estate Association,L'association Canadienne de L'immeuble
5522,UNIVERSITY OF TORONTO,null
5537,TransCanada Corporation,null
5553,LOCKHEED MARTIN - NAVAL ELECTRONICS SURVEILLANCE SYSTEMS - UNDERWATER SYSTEMS,null
5556,Bio-Biscuit,null
5558,Canadian Hydropower Association,Association canadienne de l'hydroélectricité
5561,Canadian Music Publishers Association,null
5580,BMW Canada Inc.,null
5583,Association des services de réhabilitation sociale du Québec inc.,null
5587,Brandon University,null
5613,Integrated CO2 Network (ICON),null
5614,Canadian Urban Transit Association,Association canadienne du transport urbain
5618,LOCKHEED MARTIN AERONAUTICS CO.,null
5620,MOTOROLA CANADA LIMITED,null
5622,BC Lumber Trade Council,null
5630,Oracle,null
5631,HELP Clean Water,null
5641,TELUS,null
5644,Association de l'industrie électrique du Québec,null
5680,Canadian Association of Emergency Physicians,null
5685,BlackBerry Limited,null
5695,Magna International Inc.,null
5712,Canadian Co-operative Association,Association des coopératives du Canada
5744,CANADIAN ASSOCIATION OF IMPORTERS & EXPORTERS INC,Association canadienne des importateurs et exportateurs inc.
5775,The Co-operators Group Limited,Groupe Co-operators limitée
5776,Bruce Power,null
5786,Council of Canadian Archives,null
5787,Canadian Association of Research Libraries,Association des bibliotheques de recherche du Canada
5790,Cascade Aerospace,null
5791,BioTalent Canada,null
5798,cae inc.,null
5803,INTERNATIONAL PHARMACY ASSOCIATION OF BRITISH COLUMBIA,null
5809,SAIT Polytechnic,null
5813,ALLERGAN CANADA,null
5815,The Co-operators Group Limited,Groupe Co-operators limitée
5817,The Co-operators Group Limited,Groupe Co-operators limitée
5818,The Co-operators Group Limited,Groupe Co-operators limitée
5820,Polymer Group Inc.,null
5821,Business Software Alliance/Canadian Alliance Against Software Theft,null
5822,NGRAIN,null
5826,Telus,null
5831,DEPRO (GVB),null
5832,ACCENTURE INC.,null
5833,Canadian Council on Africa,Conseil canadien pour l'Afrique
5842,Pratt & Whitney Canada Corp.,null
5847,ALLERGAN CANADA,null
5849,CANADIAN MEDICAL ASSOCIATION,null
5862,Co-operative Housing Federation of Canada,Fédération de l'habitation coopérative du Canada
5864,The Co-operators Group Limited,Groupe Co-operators limitée
5865,Iogen Bio-Products Corporation,null
5866,Sacre-Davey Innovations Inc,null
5876,Kashechewan First Nation,null
5879,Downeast LNG,null
5881,ENBRIDGE INC.,null
5885,PFIZER CANADA INC.,null
5886,Canadian Police Sector Council,Conseil canadien sectoriel de la police
5900,Purolator,null
5901,BLACKSTONE ENERGY INC.,null
5908,Fort Albany First Nation,null
5916,Dalhousie University,null
5922,Former Canadian Airlines Pilots,null
5930,LOCKHEED MARTIN AERONAUTICS CO.,null
5937,The Co-operators Group Limited,null
5938,The Co-operators Group Limited,Groupe Co-operators limitée
5939,The Co-operators Group Limited,Groupe Co-operators limitée
5942,NORTHLAND POWER INCOME FUND,null
5945,Ombudsman for Banking Services and Investments,null
5947,EADS/Airbus Military,null
5948,SELEX SENSORS & AIRBORNE SYSTEMS LTD.,null
5949,SELEX SENSORS & AIRBORNE SYSTEMS,null
5958,Toyota Motor Manufacturing Canada Inc.,null
5959,Johnson Controls LP,null
5966,West Parry Sound Health Centre,null
5971,Edmonton Regional Airports Authority,null
5972,AZURE DYNAMICS,null
5973,CANADIAN RENEWABLE FUELS ASSOCIATION,null
5974,ENVIRONMENTAL CRIMINOLOGY RESEARCH INC. (ECRI),null
5976,ENVIRONMENTAL CRIMINOLOGY RESEARCH INC. (ECRI),null
5980,Music Canada,null
5981,GlaxoSmithKline Inc.,null
5985,Canadian Transportation Equipment Association (CTEA),Association d'Équipement de Transport du Canada (AETC)
5991,Dairy Farmers of Canada,Les Producteurs Laltiers du Canada
5992,DAIRY FARMERS OF CANADA,null
5996,DEPRO (GVB),null
5997,The Co-operators Group Ltd.,Groupe Co-operators limitée
5998,Navistar Defense,null
6000,Dairy Farmers of Canada,Les Producteurs laitiers du Canada
6001,null,Les Producteurs laitiers du Canada
6003,Association of Canadian Travel Agencies (ACTA),Association canadienne des agences de voyages
6004,THE GREAT-WEST LIFE ASSURANCE COMPANY,null
6005,Commissionaires Canada,null
6009,Intuit Canada,null
6011,Ancestry.ca,null
6022,Credit Union Central of Canada,null
6032,Dairy Farmers of Canada,Les Producteurs laitiers du Canada
6034,Eli Lilly Canada Inc.,null
6046,SIMCO,SIMCO
6054,Canadian Boreal Initiative,Initiative Boreale Canadienne
6076,ENCANA CORPORATION,null
6077,ENCANA CORPORATION,null
6085,WORLD WILDLIFE FUND CANADA (WWF-CANADA),null
6088,Canada Pension Plan Investment Board,L'Office d'investissement du Regime de pensions du Canada
6094,Canadian Food Industry Council,null
6096,Alstom Canada Inc.,null
6101,DAIRY FARMERS OF CANADA,null
6108,Canadian Medical Association,null
6109,Dairy Farmers of Canada,Les Producteurs laitiers du Canada
6114,Zarlink Semiconductor,null
6115,Canadian Advanced Technology Alliance (CATA),null
6117,BAE SYSTEMS,null
6121,O.S.W.C.A. - G.T.S.W.C.A.,null
6123,The Canadian Society of Immigration Practitioners (CSIP),La Société canadienne de Practiciens d'Immigration (SCPI)
6124,Plan International Canada Inc.,null
6125,Textiles Human Resources Council,Conseil des ressources humaines de l'industrie du textile
6129,null,Fédération culturelle canadienne-française
6131,Konecsni Consulting Inc.,null
6134,Certified Management Accountants of Canada,null
6135,Canada Millennium Scholarship Foundation,null
6138,Oralys Inc.,null
6143,Le Groupe S.M. International,null
6149,University of Guelph,null
6150,Amgen Canada Inc.,null
6152,Linamar Corporation,null
6162,ARC Energy Trust,null
6168,Cargill Limited,null
6170,CANADIAN VINTNERS ASSOCIATION,null
6171,GREATER TORONTO SEWER AND WATERMAIN CONTRACTORS ASSOCIATION,null
6184,Liquid Computing,null
6186,International Swaps and Derivatives Association Inc.,null
6192,Kinder Morgan Canada Inc.,null
6198,Software AG,null
6208,International Council of Shopping Centers,null
6209,UNISYS CANADA INC,null
6210,Social and Enterprise Development Innovations,null
6212,LAURA'S LEAN BEEF COMPANY,null
6213,UNIVERSITY OF ALBERTA (CAMPUS ST. JEAN),null
6219,The University of Western Ontario,null
6230,Beau-Fab inc.,null
6233,Canadian Medical Association,null
6234,Canadian Medical Association,null
6241,Dairy Farmers of Canada,Les Producteurs laitiers du Canada
6242,Groupement provincial de l'industrie du médicament,null
6247,Canadian Medical Association,Association médicale canadienne
6249,Purchasing Management Association of Canada,Association canadienne de gestion des achats
6253,Canadian Medical Association,Association médicale canadienne
6254,Canadian Medical Association,null
6257,Canadian Medical Association,Association médicale canadienne
6262,Retail Council of Canada,Conseil canadien du commerce de detail
6264,Arc Energy Trust,null
6268,CANGRO FOODS INC.,null
6269,Canadian Association of Police Boards,null
6273,Ontario Federation of Agriculture (OFA),null
6275,Canadian Medical Association,Association médicale canadienne
6277,Canadian Medical Association,null
6280,Canadian Medical Association,Association médicale canadienne
6281,Canadian Medical Association,null
6282,Canadian Medical Association,Association médicale canadienne
6283,Canadian Medical Association,Association médicale canadienne
6284,Canadian Medical Association,Association médicale canadienne
6286,Canadian Medical Association,Association Médicale Canadienne
6287,Canadian Medical Association,null
6289,Canadian Medical Association,Association médicale canadienne
6290,Canadian Medical Association,Association médicale canadienne
6292,Canadian Medical Association,null
6295,CANADIAN ASSOCIATION OF PETROLEUM PRODUCERS,null
6298,CHEVRON CANADA RESOURCES,null
6300,ENCANA CORPORATION,null
6302,Canadian Medical Association,Association médicale canadienne
6303,Canadian Medical Association,Association médicale canadienne
6304,Corus Entertainment Inc.,null
6305,Navistar Defense,null
6306,WestJet,null
6311,Aboriginal Media Educational Fund,null
6314,Nortel Networks Corporation,null
6317,Elanco,null
6319,Canadian Medical Association,Association médicale canadienne
6349,GRAND COUNCIL OF THE CREES (EEYOU ISTCHEE),null
6350,NewPage Port Hawkesbury Corp.,null
6364,Pratt & Whitney Canada,null
6380,Vale Inco Limited,null
6382,Canadian Aquaculture Industry Alliance,Alliance de l'indusrie canadienne de l'aquaculture
6393,Canadian Paint and Coatings Association,L’Association canadienne de l’industrie de la peinture et du revêtement
6402,Canadian Kodokan Black Belt Association (Judo Canada),null
6403,Spectra Energy Transmission,null
6404,Canadian Medical Association,Association médicale canadienne
6419,The Canadian Chiropractic Association,L'Association Chiropratique Canadienne
6425,Aluminum Association of Canada,Association de l'aluminium du Canada
6427,Bank of Nova Scotia,null
6433,Canadian Federation of Humane Societies,Fédération des sociétés canadiennes d’assistance aux animaux
6442,Les Produits Laitiers Advidia Inc.,null
6446,Triad Guaranty Insurance Corporation,null
6448,Canadian Medical Association,Association médicale canadienne
6454,York University,null
6456,MTS Inc.,null
6459,JANES FAMILY FOODS LTD.,null
6461,Firestone Textiles Company,null
6473,Electrovaya Corp.,null
6474,TransUnion of Canada Inc.,null
6483,ROCKY MOUNTAINEER VACATIONS,null
6484,Concentra Financial Services Association,null
6489,BELL CANADA,null
6493,AFTON CHEMICAL CORPORATION,null
6495,Juvenile Diabetes Research Foundation,La Fondation de la Recherche sur le Diabete Juvenile
6497,BELL CANADA,null
6498,Newalta Corporation,null
6507,Canada's Research -Based Pharmaceutical Companies Rx&D,null
6516,NGRAIN (Canada) CORPORATION,null
6517,BOSTON SCIENTIFIC,null
6536,Downeast LNG,null
6544,Kinder Morgan Canada Inc,null
6549,ROYAL LEPAGE RELOCATION SERVICES,null
6550,Capital One Services (Canada) Inc.,null
6558,Canadian Recording Industry Association,null
6565,Calgary Airport Authority,null
6567,Canadian Natural Gas Vehicle Alliance,Alliance canadienne pour les vehicules au gaz naturel
6576,Canada's Research-Based Pharmaceutical Companies (Rx&D),null
6577,Waste Management,null
6579,SAP CANADA INC.,null
6583,Barrett Xplore,null
6584,Tsuu T'ina First Nation,null
6593,PHIBRO ANIMAL HEALTH,null
6594,The Co-operators Group Limited,Groupe Co-operators limitée
6596,Canadian Medical Association,Association médicale canadienne
6600,Canadian Medical Association,Association médicale canadienne
6602,Canadian Medical Association,Association médicale canadienne
6604,Canadian Medical Association,null
